launch_flop,capture_flop,slack
_40894_,_50236_,3.044117
_40894_,_50152_,3.936074
_40894_,_50094_,3.987475
_40894_,_50842_,3.988829
_40894_,_50149_,3.988851
_40894_,_50401_,3.995876
_40894_,_50114_,4.006701
_40894_,_50097_,4.007123
_40894_,_50147_,4.010870
_40894_,_50840_,4.012193
_40894_,_50092_,4.012231
_40894_,_50112_,4.029821
_40894_,_50098_,4.040627
_40894_,_50153_,4.041959
_40894_,_50846_,4.041978
_40894_,_50843_,4.050490
_40894_,_50095_,4.051820
_40894_,_50150_,4.051818
_40894_,_50839_,4.052403
_40894_,_50841_,4.053319
_40894_,_50093_,4.053327
_40894_,_50148_,4.054686
_40894_,_50118_,4.059626
_40894_,_44841_,4.064351
_40894_,_50845_,4.068794
_40894_,_50115_,4.069728
_40894_,_50113_,4.072283
_40894_,_50117_,4.086301
_40894_,_50090_,4.099453
_40894_,_44839_,4.118175
_40894_,_50130_,4.119785
_40894_,_44842_,4.127350
_40894_,_50847_,4.138976
_40894_,_48207_,4.144021
_40894_,_50084_,4.145238
_40894_,_44845_,4.147928
_40894_,_44840_,4.160641
_40894_,_50838_,4.162450
_40894_,_50145_,4.162468
_40894_,_44844_,4.174805
_40894_,_50091_,4.175784
_40894_,_50146_,4.175784
_40894_,_50074_,4.177509
_40894_,_50110_,4.180117
_40894_,_50129_,4.190477
_40894_,_50111_,4.193615
_40894_,_50128_,4.196528
_40894_,_50099_,4.200693
_40894_,_50154_,4.200694
_40894_,_50142_,4.207686
_40894_,_50835_,4.209060
_40894_,_50119_,4.218293
_40894_,_50104_,4.226279
_40894_,_50107_,4.226909
_40894_,_50065_,4.230222
_40894_,_50089_,4.236542
_40894_,_44837_,4.244262
_40894_,_50096_,4.247916
_40894_,_50844_,4.247932
_40894_,_50151_,4.249291
_40894_,_50066_,4.249705
_40894_,_44838_,4.251343
_40894_,_50086_,4.253644
_40894_,_50141_,4.254998
_40894_,_50069_,4.260314
_40894_,_50116_,4.266916
_40894_,_50072_,4.272377
_40894_,_50106_,4.272697
_40894_,_50076_,4.273896
_40894_,_44831_,4.283870
_40894_,_44834_,4.284560
_40894_,_50125_,4.296445
_40894_,_50070_,4.296454
_40894_,_50144_,4.296902
_40894_,_50837_,4.298277
_40894_,_44846_,4.306647
_40894_,_44815_,4.308306
_40894_,_50060_,4.309613
_40894_,_50156_,4.313882
_40894_,_50143_,4.314583
_40894_,_50088_,4.314631
_40894_,_50836_,4.314640
_40894_,_50109_,4.315869
_40894_,_50087_,4.316265
_40894_,_50085_,4.316668
_40894_,_50139_,4.316891
_40894_,_50140_,4.317997
_40894_,_44821_,4.318570
_40894_,_50126_,4.320864
_40894_,_50131_,4.326802
_40894_,_44816_,4.327796
_40894_,_50061_,4.330412
_40894_,_50108_,4.332474
_40894_,_50157_,4.333367
_40894_,_44823_,4.334487
_40894_,_50105_,4.335732
_40894_,_44833_,4.336712
_40894_,_50071_,4.337938
_40894_,_50073_,4.342346
_40894_,_50834_,4.343223
_40894_,_44820_,4.346043
_40894_,_50075_,4.349015
_40894_,_44843_,4.355221
_40894_,_44818_,4.371822
_40894_,_44822_,4.374475
_40894_,_50101_,4.377154
_40894_,_50163_,4.378533
_40894_,_44836_,4.380050
_40894_,_50127_,4.387934
_40894_,_44835_,4.390099
_40894_,_50138_,4.393092
_40894_,_50137_,4.399421
_40894_,_44832_,4.399751
_40894_,_50160_,4.402599
_40894_,_44817_,4.402767
_40894_,_44819_,4.407413
_40894_,_50161_,4.414568
_40894_,_50077_,4.430373
_40894_,_50080_,4.433985
_40894_,_50135_,4.435260
_40894_,_44830_,4.451638
_40894_,_50132_,4.465267
_40894_,_50100_,4.465751
_40894_,_44826_,4.465758
_40894_,_50162_,4.465780
_40894_,_50082_,4.469723
_40894_,_44827_,4.472717
_40894_,_44824_,4.475115
_40894_,_50133_,4.478658
_40894_,_50083_,4.486774
_40894_,_44829_,4.488108
_40894_,_50134_,4.492713
_40894_,_50079_,4.492721
_40894_,_44825_,4.515980
_40894_,_50078_,4.548856
_40894_,_44828_,4.553552
_40894_,_50136_,4.554660
_40894_,_50081_,4.554668
_50244_,_46720_,5.527839
_50244_,_46721_,5.527839
_50244_,_46722_,5.527839
_50244_,_46723_,5.527839
_50244_,_46724_,5.527839
_50244_,_46725_,5.527839
_50244_,_46726_,5.527839
_50244_,_46727_,5.527839
_50244_,_45305_,5.530601
_50244_,_45306_,5.530601
_50244_,_45307_,5.530601
_50244_,_45308_,5.530601
_50244_,_45309_,5.530601
_50244_,_45310_,5.530601
_50244_,_45311_,5.530601
_50244_,_45312_,5.530601
_50244_,_45313_,5.530601
_50244_,_45315_,5.530601
_50244_,_45316_,5.530601
_50244_,_45317_,5.530601
_50244_,_45318_,5.530601
_50244_,_45319_,5.530601
_50244_,_46728_,5.533342
_50244_,_46729_,5.533342
_50244_,_46730_,5.533342
