launch_flop,capture_flop,slack
_41698_,_51040_,2.446265
_41698_,_51205_,3.301252
_41698_,_50943_,3.512325
_41698_,_51643_,3.534868
_41698_,_50908_,3.542095
_41698_,_50895_,3.611099
_41698_,_45635_,3.619634
_41698_,_50915_,3.645932
_41698_,_50888_,3.663956
_41698_,_50950_,3.672614
_41698_,_50864_,3.678992
_41698_,_45642_,3.691177
_41698_,_50877_,3.700436
_41698_,_50932_,3.700463
_41698_,_50869_,3.711919
_41698_,_50894_,3.721163
_41698_,_50949_,3.721217
_41698_,_51642_,3.722494
_41698_,_45641_,3.740093
_41698_,_50914_,3.750959
_41698_,_49011_,3.778098
_41698_,_50893_,3.817622
_41698_,_50948_,3.817626
_41698_,_51641_,3.818978
_41698_,_50947_,3.842582
_41698_,_45619_,3.845358
_41698_,_50913_,3.847364
_41698_,_50960_,3.850853
_41698_,_45624_,3.874854
_41698_,_50944_,3.890143
_41698_,_50946_,3.904036
_41698_,_51639_,3.904059
_41698_,_50892_,3.904291
_41698_,_51640_,3.904326
_41698_,_45639_,3.921774
_41698_,_50911_,3.932420
_41698_,_50912_,3.932668
_41698_,_45640_,3.951918
_41698_,_50929_,3.964375
_41698_,_50891_,3.967443
_41698_,_50909_,3.980361
_41698_,_50901_,3.986115
_41698_,_45638_,4.008677
_41698_,_50874_,4.008911
_41698_,_51644_,4.033453
_41698_,_50889_,4.040183
_41698_,_50956_,4.049080
_41698_,_51649_,4.049098
_41698_,_45648_,4.066581
_41698_,_51638_,4.073374
_41698_,_50921_,4.077485
_41698_,_50910_,4.101808
_41698_,_45636_,4.107610
_41698_,_50933_,4.109758
_41698_,_51651_,4.136124
_41698_,_50903_,4.136161
_41698_,_50958_,4.136163
_41698_,_45621_,4.142273
_41698_,_45650_,4.153641
_41698_,_50916_,4.155066
_41698_,_50923_,4.164551
_41698_,_50890_,4.166305
_41698_,_50878_,4.167497
_41698_,_45637_,4.179255
_41698_,_50951_,4.180342
_41698_,_50896_,4.180346
_41698_,_45643_,4.198910
_41698_,_50945_,4.204649
_41698_,_50900_,4.204924
_41701_,_50918_,4.231737
_41701_,_50953_,4.241616
_41701_,_51646_,4.241612
_41701_,_50898_,4.242981
_41700_,_50936_,4.256871
_41700_,_50881_,4.256920
_41701_,_45645_,4.260434
_41698_,_45625_,4.260720
_41698_,_51648_,4.265263
_41698_,_50955_,4.266642
_41698_,_50865_,4.269266
_41698_,_45647_,4.284109
_41698_,_50920_,4.295006
_41698_,_50870_,4.302193
_41698_,_50930_,4.314343
_41698_,_50876_,4.318553
_41698_,_50931_,4.319874
_41698_,_50875_,4.331227
_41698_,_50952_,4.332312
_41698_,_50897_,4.332320
_41698_,_51645_,4.332331
_41698_,_50934_,4.332570
_41698_,_50879_,4.349611
_41698_,_45644_,4.349758
_41700_,_45628_,4.352669
_41698_,_50917_,4.360668
_41700_,_50965_,4.361017
_41700_,_50899_,4.365116
_41700_,_50954_,4.366467
_41700_,_51647_,4.366467
_41698_,_45626_,4.382188
_41700_,_45646_,4.383924
_41700_,_50919_,4.394836
_41700_,_50884_,4.399882
_41698_,_50902_,4.402352
_41698_,_50957_,4.402352
_41698_,_51650_,4.403689
_41698_,_45622_,4.414583
_41698_,_45649_,4.421206
_41700_,_50939_,4.427626
_41698_,_50922_,4.432100
_41700_,_45631_,4.439187
_41698_,_50961_,4.440998
_41698_,_45620_,4.484848
_41700_,_50873_,4.516114
_41698_,_45623_,4.532909
_41700_,_50964_,4.551166
_41700_,_50883_,4.561899
_41700_,_50887_,4.580186
_41700_,_50938_,4.590044
_41700_,_50882_,4.609571
_41700_,_45630_,4.629436
_41698_,_50886_,4.631542
_41700_,_50937_,4.662506
_41698_,_50905_,4.690541
_41700_,_45629_,4.700549
_41698_,_50967_,4.701574
_41698_,_50941_,4.710700
_41700_,_50942_,4.713409
_41700_,_50904_,4.734833
_41700_,_45634_,4.739025
_41700_,_50966_,4.745780
_41698_,_45633_,4.779607
_41700_,_50880_,4.786434
_41700_,_45632_,4.823585
_41700_,_50940_,4.826228
_41700_,_50885_,4.867876
_41700_,_50935_,4.880249
_41700_,_45627_,4.886663
_50653_,_50861_,5.374555
_50653_,_50849_,5.399490
_50653_,_50854_,5.399493
_50653_,_50847_,5.399502
_50653_,_50857_,5.399501
_50653_,_50858_,5.399508
_50653_,_50853_,5.399516
_50653_,_50848_,5.399529
_50653_,_50833_,5.447576
_50653_,_50835_,5.449347
_50653_,_50855_,5.465501
_50653_,_50859_,5.465501
_51048_,_46156_,5.489988
_51048_,_46157_,5.489988
_51048_,_46158_,5.489988
_51048_,_46159_,5.489988
_51048_,_46160_,5.489988
_51048_,_46161_,5.489988
_51048_,_46162_,5.489988
_51048_,_46163_,5.489988
_51048_,_46140_,5.492282
_51048_,_46141_,5.492282
_51048_,_46142_,5.492282
_51048_,_46144_,5.492282
_51048_,_46145_,5.492282
_51048_,_46146_,5.492282
_51048_,_46147_,5.492282
_51048_,_45010_,5.492371
_51048_,_45011_,5.492371
_51048_,_45012_,5.492371
_51048_,_45013_,5.492371
_51048_,_45014_,5.492371
