launch_flop,capture_flop,slack
_41698_,_51040_,2.580035
_41698_,_50864_,2.819575
_41698_,_50869_,2.852502
_41698_,_50929_,2.937178
_41698_,_50874_,2.981714
_41698_,_45619_,2.985942
_41698_,_50960_,2.991437
_41698_,_45621_,3.115059
_41698_,_50877_,3.162394
_41698_,_50932_,3.162421
_41698_,_50881_,3.194434
_41698_,_50936_,3.195721
_41698_,_50865_,3.223793
_41698_,_50965_,3.227419
_41698_,_50870_,3.256720
_41698_,_50884_,3.267653
_41698_,_50939_,3.294059
_41698_,_50930_,3.294548
_41698_,_50933_,3.296518
_41698_,_45631_,3.305620
_41698_,_50875_,3.311574
_41698_,_45628_,3.312481
_41698_,_50964_,3.317672
_41698_,_50883_,3.328442
_41698_,_45624_,3.336811
_41698_,_50878_,3.354256
_41698_,_50938_,3.357921
_41698_,_50934_,3.389433
_41698_,_45622_,3.394939
_41698_,_50961_,3.395652
_41698_,_45630_,3.395978
_41698_,_50879_,3.405151
_41698_,_45626_,3.439051
_41698_,_45620_,3.439524
_41698_,_50876_,3.439635
_41698_,_50931_,3.440956
_41698_,_50901_,3.446119
_41698_,_45625_,3.447480
_41698_,_51644_,3.474308
_41698_,_51205_,3.496804
_41698_,_50956_,3.507779
_41698_,_51649_,3.507797
_41698_,_45648_,3.525281
_41698_,_51651_,3.534321
_41698_,_50903_,3.534358
_41698_,_50958_,3.534359
_41698_,_50921_,3.536153
_41698_,_50882_,3.541644
_41698_,_45650_,3.551838
_41698_,_50923_,3.562716
_41698_,_50918_,3.575697
_41698_,_50953_,3.585572
_41698_,_51646_,3.585568
_41698_,_50898_,3.586938
_41698_,_50937_,3.593123
_41698_,_50916_,3.596036
_41698_,_45645_,3.603041
_41698_,_50951_,3.621196
_41698_,_50896_,3.621201
_41698_,_45629_,3.631137
_41698_,_45643_,3.638416
_41698_,_45623_,3.654043
_41698_,_50904_,3.705209
_41698_,_50873_,3.710369
_41698_,_50943_,3.710597
_41698_,_50966_,3.716124
_41698_,_50900_,3.720084
_41698_,_50908_,3.738983
_41698_,_50887_,3.774446
_41698_,_50955_,3.780415
_41698_,_51648_,3.780421
_41698_,_45632_,3.793964
_41698_,_50940_,3.796606
