launch_flop,capture_flop,slack
_41699_,_51040_,2.567589
_41698_,_50864_,2.902534
_41698_,_50869_,2.935461
_41698_,_50929_,3.017435
_41698_,_50874_,3.061968
_41698_,_45619_,3.068901
_41698_,_50960_,3.074395
_41698_,_45621_,3.170948
_41698_,_50877_,3.189022
_41698_,_50932_,3.189049
_41698_,_45624_,3.339331
_41698_,_50933_,3.408122
_41699_,_51205_,3.421794
_41698_,_50865_,3.422225
_41698_,_50934_,3.451216
_41698_,_50870_,3.455153
_41698_,_50930_,3.460336
_41698_,_50878_,3.465791
_41698_,_50879_,3.466789
_41698_,_45626_,3.476666
_41698_,_50875_,3.477399
_41698_,_45622_,3.531875
_41698_,_45625_,3.534905
_41698_,_50876_,3.565871
_41698_,_50931_,3.567192
_41698_,_50961_,3.593947
_41698_,_45620_,3.616870
_41699_,_50943_,3.634237
_41699_,_50908_,3.663835
_41699_,_50893_,3.710624
_41699_,_50948_,3.710628
_41699_,_51641_,3.711980
_41698_,_51643_,3.716741
_41699_,_49011_,3.723486
_41699_,_50913_,3.740195
_41699_,_45635_,3.741546
_41698_,_45623_,3.759366
_41698_,_50936_,3.774387
_41698_,_50881_,3.775771
_41699_,_50888_,3.784569
_41698_,_50895_,3.792971
_41699_,_50947_,3.813585
_41698_,_50915_,3.828099
_41699_,_50944_,3.836880
_41699_,_45640_,3.844886
_41698_,_50950_,3.854486
_41698_,_45628_,3.863684
_41698_,_45642_,3.873051
_41699_,_50892_,3.875294
_41699_,_51640_,3.875323
_41698_,_50965_,3.885794
_41699_,_45639_,3.892779
_41699_,_50912_,3.903501
_41699_,_50946_,3.922937
_41699_,_51639_,3.922953
_41698_,_50884_,3.924831
_41699_,_50909_,3.926926
_41699_,_50911_,3.951150
_41698_,_50939_,3.952574
_41698_,_45631_,3.964135
_41698_,_50964_,3.970240
_41699_,_51642_,3.972836
_41699_,_50894_,3.972887
_41699_,_50949_,3.972900
_41698_,_50883_,3.981147
_41699_,_50891_,3.986345
_41699_,_50889_,3.988230
_41699_,_45641_,3.990436
_41699_,_50914_,4.001129
_41698_,_50938_,4.009291
_41699_,_45638_,4.028892
_41699_,_50901_,4.031266
_41698_,_51644_,4.036872
_41698_,_45630_,4.048684
_41698_,_50873_,4.053551
_41699_,_45636_,4.054347
_41699_,_51638_,4.087067
_41699_,_50956_,4.092926
_41699_,_51649_,4.092944
_41699_,_45648_,4.110429
_41699_,_50910_,4.115329
_41698_,_50887_,4.117624
_41699_,_50921_,4.121160
_41698_,_50880_,4.138495
_41699_,_50918_,4.141219
_41698_,_50886_,4.144040
_41699_,_50953_,4.153514
_41699_,_51646_,4.153511
_41699_,_50898_,4.154880
_41698_,_50916_,4.158825
_41699_,_45645_,4.172334
_41699_,_50890_,4.181307
_41698_,_50951_,4.185103
_41698_,_50896_,4.185108
_41699_,_50900_,4.188275
_41699_,_45637_,4.192948
_41699_,_51651_,4.202839
_41699_,_50903_,4.202877
_41699_,_50958_,4.202878
_41698_,_50905_,4.203041
_41698_,_45643_,4.203673
_41698_,_45627_,4.210056
_41698_,_50967_,4.213902
_41699_,_50945_,4.218342
_41698_,_50941_,4.224533
_41699_,_50923_,4.231119
_41698_,_50935_,4.232381
_41698_,_50882_,4.242451
_41699_,_51648_,4.248612
_41699_,_50955_,4.249991
_41698_,_50942_,4.250847
_41699_,_45650_,4.255380
_41699_,_50957_,4.257628
_41699_,_51650_,4.258966
_41699_,_50902_,4.259017
_41699_,_45647_,4.267457
_41698_,_45634_,4.276464
_41699_,_45649_,4.276482
_41699_,_50920_,4.278183
_41699_,_50922_,4.287204
_41698_,_45633_,4.292105
_41698_,_50937_,4.295386
_41698_,_50899_,4.296941
_41698_,_50954_,4.298292
_41698_,_51647_,4.298292
_41698_,_45646_,4.315752
_41699_,_50952_,4.317201
_41699_,_50897_,4.318591
_41699_,_51645_,4.318589
_41698_,_50919_,4.326490
_41698_,_45629_,4.333429
_41699_,_45644_,4.336029
_41699_,_50917_,4.346766
_41698_,_50904_,4.390515
_41698_,_50966_,4.401289
_41698_,_45632_,4.479267
_41698_,_50940_,4.480597
_41698_,_50885_,4.522260
_51048_,_49903_,5.542949
_51048_,_50335_,5.542949
_51048_,_51220_,5.543068
_51048_,_48042_,5.543261
_51048_,_48287_,5.543261
_51048_,_48973_,5.543261
_51048_,_49150_,5.543261
_51048_,_49166_,5.543261
_51048_,_49190_,5.543261
_51048_,_49357_,5.543261
_51048_,_49429_,5.543261
_51048_,_49437_,5.543261
_51048_,_49469_,5.543261
_51048_,_49517_,5.543261
_51048_,_49703_,5.543261
_51048_,_49919_,5.543261
_51048_,_50135_,5.543261
_51048_,_50175_,5.543261
_51048_,_50303_,5.543261
_51048_,_50319_,5.543261
_51048_,_50415_,5.543261
_51048_,_50439_,5.543261
_51048_,_50455_,5.543261
_51048_,_50568_,5.543261
_51048_,_51477_,5.543261
_51048_,_49365_,5.548223
_51048_,_51341_,5.548223
_51048_,_50239_,5.548252
_51048_,_50247_,5.548252
_51048_,_50263_,5.548252
_51048_,_50295_,5.548252
_51048_,_51373_,5.548316
_51048_,_49663_,5.548330
_51048_,_50359_,5.548330
_51048_,_50487_,5.548330
_51048_,_49182_,5.548338
_51048_,_51570_,5.548338
_51048_,_50343_,5.548438
_50833_,_50861_,5.551465
_51048_,_48885_,5.560375
_51048_,_41136_,5.560389
_51048_,_50215_,5.560397
_50653_,_50835_,5.576674
_50653_,_50849_,5.586594
_50653_,_50854_,5.586597
_50653_,_50847_,5.586606
_50653_,_50857_,5.586605
_50653_,_50858_,5.586612
_50653_,_50848_,5.586633
_50653_,_50853_,5.586627
_51122_,_41634_,5.588158
_51122_,_41658_,5.588155
_51122_,_41659_,5.588252
_51122_,_41660_,5.588252
_51122_,_41661_,5.588252
_51122_,_41662_,5.588252
_51122_,_41663_,5.588252
_51122_,_41664_,5.588252
_51122_,_41665_,5.588252
_51122_,_41635_,5.588303
_51122_,_41636_,5.588303
_51122_,_41637_,5.588303
_51122_,_41638_,5.588303
_51122_,_41639_,5.588303
_51122_,_41640_,5.588303
_51122_,_41641_,5.588303
_51118_,_47716_,5.600798
_51118_,_47718_,5.600798
_51118_,_47719_,5.600798
_51118_,_47720_,5.600798
_51118_,_47721_,5.600798
_51118_,_47722_,5.600798
_51118_,_47723_,5.600798
_51118_,_47333_,5.603287
_51118_,_47334_,5.603287
_51118_,_47335_,5.603287
_51118_,_47336_,5.603287
_51118_,_47337_,5.603287
_51118_,_47339_,5.603287
_51118_,_49929_,5.605778
_51118_,_49930_,5.605778
_51118_,_49932_,5.605778
_51118_,_49933_,5.605778
_51118_,_49934_,5.605778
_51118_,_41142_,5.613250
_51118_,_41145_,5.613250
_51118_,_45820_,5.613250
_51118_,_45827_,5.613250
_51118_,_51327_,5.613250
_51118_,_51331_,5.613250
_50653_,_50833_,5.631009
_51118_,_49954_,5.634809
_50653_,_50855_,5.638287
_50653_,_50859_,5.638318
_51053_,_49020_,5.639317
_51053_,_49021_,5.639317
