launch_flop,capture_flop,slack
_40894_,_50236_,2.684829
_40894_,_50094_,3.589174
_40894_,_50842_,3.590528
_40894_,_50149_,3.590550
_40894_,_50114_,3.608130
_40894_,_50153_,3.645596
_40894_,_50846_,3.645616
_40894_,_50098_,3.645648
_40894_,_50152_,3.656363
_40894_,_50118_,3.663263
_40894_,_50090_,3.683788
_40894_,_44841_,3.696501
_40894_,_50147_,3.696681
_40894_,_50840_,3.698005
_40894_,_50092_,3.698043
_40894_,_50401_,3.712039
_40894_,_50112_,3.715632
_40894_,_50097_,3.726108
_40894_,_50145_,3.745430
_40894_,_50838_,3.746785
_40894_,_44845_,3.751565
_40894_,_50096_,3.753366
_40894_,_50844_,3.753382
_40894_,_50841_,3.754158
_40894_,_50093_,3.754165
_40894_,_50151_,3.754741
_40894_,_50148_,3.755523
_40894_,_50843_,3.758992
_40894_,_50095_,3.760323
_40894_,_50150_,3.760320
_40894_,_50847_,3.761737
_40894_,_50110_,3.764454
_40894_,_50116_,3.772365
_40894_,_50113_,3.773121
_40894_,_50115_,3.777962
_40894_,_50845_,3.789083
_40894_,_48207_,3.791107
_40894_,_44839_,3.803986
_40894_,_50117_,3.806590
_40894_,_50099_,3.822077
_40894_,_50154_,3.822077
_40894_,_50119_,3.841055
_40894_,_44837_,3.852755
_40894_,_44843_,3.860671
_40894_,_50084_,3.861400
_40894_,_44840_,3.861479
_40894_,_44842_,3.866304
_40894_,_50069_,3.873110
_40894_,_50130_,3.884758
_40894_,_44844_,3.895095
_40894_,_50076_,3.925034
_40894_,_50066_,3.925682
_40894_,_50089_,3.927806
_40894_,_44846_,3.929409
_40894_,_50143_,3.942379
_40894_,_50104_,3.942442
_40894_,_50088_,3.943800
_40894_,_50836_,3.943809
_40894_,_50074_,3.945800
_40894_,_50086_,3.946733
_40894_,_50141_,3.948087
_40894_,_50129_,3.958785
_40894_,_50108_,3.961375
_40894_,_50839_,3.964696
_40894_,_50085_,3.965220
_40894_,_50106_,3.965788
_40894_,_50140_,3.966549
_40894_,_50131_,3.977586
_40894_,_50105_,3.984547
_40894_,_50072_,3.987955
_40894_,_50144_,3.989517
_40894_,_50837_,3.989541
_40894_,_44831_,4.000033
_40894_,_44816_,4.003773
_40894_,_50138_,4.005882
_40894_,_50061_,4.006390
_40894_,_50109_,4.007133
_40894_,_50157_,4.009344
_40894_,_44823_,4.015608
_40894_,_50125_,4.022819
_40894_,_50070_,4.022828
_40894_,_50139_,4.033053
_40894_,_50834_,4.036311
_40894_,_44832_,4.042002
_40894_,_44835_,4.049720
_40894_,_50142_,4.051593
_40894_,_50835_,4.051626
_40894_,_44833_,4.053962
_40894_,_50107_,4.069205
_40894_,_50146_,4.086383
_40894_,_50091_,4.087756
_40894_,_44830_,4.095396
_40894_,_44836_,4.095472
_40894_,_50083_,4.099989
_40894_,_50127_,4.100859
_40894_,_50111_,4.105315
_40894_,_44821_,4.110976
_40894_,_50161_,4.111782
_40894_,_50075_,4.114182
_40894_,_50065_,4.119854
_40894_,_44819_,4.121661
_40894_,_50101_,4.126033
_40894_,_50163_,4.127412
_40894_,_44817_,4.129048
_40894_,_50077_,4.130763
_40894_,_50080_,4.131932
_40894_,_50135_,4.133207
_40894_,_50128_,4.137460
_40894_,_50137_,4.148078
_40894_,_50133_,4.149283
_40894_,_50126_,4.150929
_40894_,_50160_,4.155302
_40894_,_44834_,4.157573
_40894_,_50087_,4.158950
_40894_,_44822_,4.163749
_40894_,_50132_,4.165661
_40894_,_50071_,4.168006
_40894_,_44815_,4.173815
_40894_,_44825_,4.191316
_40894_,_44838_,4.193759
_40894_,_50060_,4.199258
_40894_,_44824_,4.199638
_40894_,_44827_,4.200837
_40894_,_44818_,4.201888
_40894_,_50156_,4.203525
_40894_,_50082_,4.218421
_40894_,_50078_,4.219347
_40894_,_50100_,4.220265
_40894_,_50162_,4.220295
_40894_,_44826_,4.243886
_40894_,_50134_,4.246547
_40894_,_50079_,4.246555
_40894_,_44829_,4.265529
_40894_,_50073_,4.283144
_40894_,_44820_,4.293074
_40894_,_50136_,4.310315
_40894_,_50081_,4.310323
_40894_,_44828_,4.335957
_50244_,_45305_,5.510216
_50244_,_45306_,5.510216
_50244_,_45307_,5.510216
_50244_,_45308_,5.510216
_50244_,_45309_,5.510216
_50244_,_45310_,5.510216
_50244_,_45311_,5.510216
_50244_,_40782_,5.512976
_50244_,_40784_,5.512976
_50244_,_40786_,5.512976
_50244_,_40787_,5.512976
_50244_,_40788_,5.512976
_50244_,_40789_,5.512976
_50244_,_40846_,5.512970
_50244_,_40847_,5.512970
_50244_,_40848_,5.512970
_50244_,_40850_,5.512970
_50244_,_40852_,5.512970
_50244_,_40853_,5.512970
_50244_,_44030_,5.512970
_50244_,_44031_,5.512970
_50244_,_44032_,5.512970
_50244_,_44034_,5.512970
_50244_,_44035_,5.512970
_50244_,_44036_,5.512970
_50244_,_45241_,5.512970
_50244_,_45243_,5.512970
_50244_,_45244_,5.512970
_50244_,_45245_,5.512970
_50244_,_45246_,5.512970
_50244_,_45247_,5.512970
_50244_,_40865_,5.515725
_50244_,_40866_,5.515725
_50244_,_40867_,5.515725
_50244_,_40868_,5.515725
_50244_,_40869_,5.515725
_50244_,_42102_,5.515727
_50244_,_42103_,5.515727
_50244_,_42104_,5.515727
_50244_,_42105_,5.515727
_50244_,_42108_,5.515727
_50244_,_45274_,5.515725
_50244_,_45275_,5.515725
